timestamp,open,high,low,close,volume
2022-01-01,100.0844192415504,100.18125053387485,99.81902396950464,100.0018452470607,85114
2022-01-02,100.63077303799022,100.64765689816993,100.27930082847867,100.45097739230933,19206
2022-01-03,100.17803146026928,100.24918650508118,99.95606121224202,100.03876426465557,75075
2022-01-04,98.37965934456427,99.70866804678435,98.27235925042363,98.71124548221934,121402
2022-01-05,98.2222035510408,98.2222035510408,97.65419657174579,98.04031916991606,193835
2022-01-06,96.36521917217392,97.45098408155683,96.33216601897877,96.5927914571006,149636
2022-01-07,96.4386065275498,97.14361997666204,96.4386065275498,96.67997235343417,36755
2022-01-08,98.4631530869612,98.96986422909191,97.96275325783499,98.64321963284326,30695
2022-01-09,97.88567793912047,98.1047231162141,97.53278510994247,97.91760902027264,193250
2022-01-10,97.21832866186543,97.22203796065772,96.69436209042645,97.01050555052792,90606
2022-01-11,97.75581874813857,97.75581874813857,96.9354937778683,97.7259280359173,81139
2022-01-12,98.24385586486832,98.27478546438684,98.21552330692661,98.25048755792191,22970
2022-01-13,98.54678684210937,98.54678684210937,98.05282334854596,98.40596546782486,22304
2022-01-14,97.06577534746957,97.91954288047722,96.85907463674822,97.04205160130941,13216
2022-01-15,97.10881533566791,97.10881533566791,96.8831833092307,96.99948108850683,86168
2022-01-16,97.6036291482849,99.10349759532933,97.4691149524931,98.0164357950582,81162
2022-01-17,95.60625533356293,96.23848507764244,95.4305745006589,96.05990032406234,103615
2022-01-18,95.62479801391453,95.749120009849,94.87756403490847,95.40278035176573,64440
2022-01-19,92.6113025401502,93.0521493938517,92.6113025401502,92.72048048087802,99089
2022-01-20,90.86195239271399,91.04393873475065,90.14614531462189,90.9442166752133,176302
2022-01-21,88.44013989935951,88.5867876245995,88.00351478294426,88.46617622540349,164081
2022-01-22,88.02571585824106,88.78595224288988,87.72425630102747,88.15476142808063,12566
2022-01-23,86.37694764370963,87.25084382849049,85.75374204818392,86.49462084400152,19094
2022-01-24,87.2101189459208,87.31020607128967,86.71848023431392,86.84728145731873,132821
2022-01-25,86.50881648680293,87.9404022895501,86.50881648680293,87.05172279722998,87638
2022-01-26,87.03815661624077,87.22762605841278,86.54418196257586,86.80797477567705,149391
2022-01-27,84.16751314723477,84.25686441448711,83.51278322627297,83.59193942488932,20313
2022-01-28,82.92507214374464,83.35726162734613,82.91872938842967,82.91920530468585,89231
2022-01-29,82.85418565305997,83.12877593410809,82.68361568223534,82.85890234523691,175647
2022-01-30,83.18071797136389,83.56907939602281,82.36539711738244,82.99985196583684,105142
2022-01-31,81.23784997302066,81.23784997302066,80.73501386555004,81.11653202584206,159482
2022-02-01,80.2502578490019,80.66605712656381,80.00473291947164,80.53730462939137,56952
2022-02-02,79.38470646115306,79.38756323572623,78.90798828147796,79.36382837749662,25931
2022-02-03,78.36295776277872,78.62973970643759,77.87542070636411,78.4067596657135,57953
2022-02-04,79.79815313664129,80.36401435408068,79.52482878728951,79.66446470668214,143150
2022-02-05,78.74289482415705,78.7819304265608,78.44781920858527,78.705308310093,20069
2022-02-06,78.7158378916536,78.7158378916536,77.73439382831363,78.66692321125306,50605
2022-02-07,79.61662491972056,80.10543138569423,79.39516826033791,79.7174593783015,182086
2022-02-08,79.03427464892513,79.25314305705474,78.9611803853938,79.02265780721122,107491
2022-02-09,78.7317132322705,78.987427573751,78.70234961971148,78.89036389524468,15447
2022-02-10,78.86371152012235,79.34992153522542,78.18615617825584,79.02119059963589,120924
2022-02-11,79.06324239485204,79.11411366042402,79.04189402351064,79.09682845234268,36050
2022-02-12,77.6235469053489,78.33257588224653,77.36408673706116,77.65663093771366,177186
2022-02-13,77.70605308415037,78.51618643210563,77.70605308415037,77.74537351121576,147610
2022-02-14,79.46393684760261,79.46393684760261,78.93363852128068,79.34626658809898,174976
2022-02-15,77.4946491970172,77.86775583374248,77.23080616035207,77.52606681162784,96942
2022-02-16,78.38019524036277,78.66960690357348,78.38019524036277,78.5319042733191,22721
2022-02-17,78.93260854730913,78.98423836859233,78.45462554499947,78.67262668794179,107278
2022-02-18,77.7443475929595,78.02285064031469,77.74356669321078,77.9192645340492,111027
2022-02-19,80.41519504006047,80.84675255107233,79.6227401496645,80.29276110470657,65945
2022-02-20,81.21194255891666,81.2643935161359,80.86700215656442,81.21608871576274,55801
2022-02-21,79.8281019389792,80.74148374369035,79.4479288114488,79.76812837686151,40617
2022-02-22,79.89831039246775,80.3145343660298,79.64618905411623,79.85733852614484,194048
2022-02-23,80.41213714950293,80.9977880645269,80.35611347907928,80.55112838990448,161832
2022-02-24,80.33321867400366,80.6741002600922,79.73836293827534,80.32335184490985,41827
2022-02-25,81.31460424759265,81.31460424759265,81.14245433820663,81.15038515965767,33518
2022-02-26,80.52525247547115,81.47659429770515,80.3173293352603,81.06945694758124,176156
2022-02-27,81.90113470900295,82.22126906895454,81.49540472484144,81.88493202941024,66206
2022-02-28,83.78021874161728,83.95979457267569,83.56433636102945,83.6710326945678,67797
2022-03-01,82.56584458001737,83.19372215371371,82.25638787757325,82.82731505334866,152853
2022-03-02,82.93727789025911,83.43925837189646,82.93727789025911,83.08008134245627,36436
2022-03-03,82.65891584843251,82.65891584843251,82.29083879146336,82.5047085004893,66638
2022-03-04,82.57023445390678,83.12434740624185,82.062545100264,82.66236258303718,56684
2022-03-05,81.70981168208293,81.83256991963002,80.93402549867255,81.2033475818968,190756
2022-03-06,80.63017413472356,80.78213230512988,80.49865096043479,80.50078603190585,160167
2022-03-07,80.28255955382305,81.15938371638525,80.12006662175096,80.26422534414252,43300
2022-03-08,81.46979681041837,81.65863387220443,81.05319208689643,81.3536310221745,97673
2022-03-09,82.92088839935448,83.02393996414644,82.27103872191883,82.76322310728462,110245
2022-03-10,81.33158641380705,81.33158641380705,81.11172527242047,81.13633439538418,44945
2022-03-11,80.27978441763096,80.92392422824922,79.48061865441119,80.1749598638687,112226
2022-03-12,80.99185014492748,81.43153801017358,80.91198247573469,80.9567285349982,193828
2022-03-13,78.6145834499793,79.02526987307628,78.5647978321904,78.57302911737611,105093
2022-03-14,78.34549660240225,78.36816442345268,77.77241304947894,78.02903114227179,28580
2022-03-15,78.10620896260879,78.36631969397597,77.52142211538242,77.91524611763607,157134
2022-03-16,79.15961684013692,79.69459041195805,78.84873506609635,79.39829324351801,104637
2022-03-17,80.07063831724295,80.60600026793071,79.47299198232702,80.22361563820266,18757
2022-03-18,79.8746106897009,79.8746106897009,79.29517301889207,79.83082671545829,64871
2022-03-19,79.24232628425972,80.0263792568445,78.77235342749564,79.3906887434052,113721
2022-03-20,79.00396655428047,79.6749257539582,78.85595430079177,79.09329935586699,88522
2022-03-21,80.77433976286116,81.89485534692349,80.77433976286116,80.92162560540149,160054
2022-03-22,80.34063157733632,80.84870006663446,79.9385762283072,80.40374277286236,136368
2022-03-23,80.14003942901411,80.14619780943978,79.62112295402932,80.03832009502261,19632
